名称,商品条码,规格,总销量,销售价,进货价
余同乐 豆制素口水鸡22g/袋,6971082140028,余同乐 豆制素口水鸡22g/袋,6,0.5,0.3
【大号浴巾】菠萝格浴巾 70×140cm可穿可裹柔软吸水加厚舒适吸水成人家用洗澡浴巾/条,6978261499571,,6,12.6,8.2
【双层防烫】不锈钢碗 双层隔热碗防烫碗防摔家用汤碗面碗学生饭碗沙拉碗/个,6957078001634,,6,4.8,4.3
烟灰缸一次性家用办公室免清洁防飞灰除臭时尚烟缸懒人神器/个W232,3007451313366,,6,0.3,0.2
一次性CPE浴帽防水防油烟家用洗澡加厚发膜焗油帽头套沐浴浴帽5个装颜色随机,3001444047276,,6,3.3,2.5
星雨 一次性饮水纸杯250ml 50个/袋,6934376000200,50只*1包,6,4.8,4.2
鑫之凤 渣渣牛肉 80g/袋,6954201900055,80克,6,3.6,3
新新精艺新年装饰磁吸对联,6976951530108,广元磁吸彩马85*14,6,12.9,9.7
心相印 心柔3层卷纸 180克*10卷/提,6903244958103,10卷*1提,6,25.8,21.5
【加厚耐磨】家务洗碗手套 加长款透白洗衣乳胶手套乳胶手套防水家用清洁耐用宽口小鹿手套/双,6959416100184,70g*1双,6,2.3,1.5
湘潭铺子槟榔富贵兵团经典原味10g,6933125600333,1袋,6,10,5.2
香飘飘 经典系原味奶茶 80g/杯 办公室下午茶2分钟速泡搭配甜点解腻饮品,6938888888837,原味80g,6,3.6,3
【插花泥】鲜花泥块 加强型七夕情人节花篮包装材料吸水海绵花束底座保湿锁水插画泥砖/块,3008420137419,,6,2.1,1.3
夏季韩版糖果色金属无痕发夹ins侧边一字夹刘海鸭嘴夹子发饰发夹 1个,3005489772278,浅黄,6,0.9,0.3
喜之郎 葡萄味CICI果冻爽150g/袋 0脂可吸果汁便携饮料椰果粒果冻,6926475201367,150g*1袋,6,2.1,1.8
喜之郎 黄桃蜜桃果冻200g/杯 果肉型大杯装宿舍解馋解馋儿童零食,6926475201008,200g*1杯,6,3.8,3.2
无穷 酥骨辣脖香辣味风干鸡脖（卤肉制品）30g/袋,6974077082358,30克,6,2.8,2.3
卫龙 风吃海带香辣味15g/袋 辣味即食小包零食下饭解馋,6935284401134,80克,6,4.1,3.1
卫龙 大面筋吮指烤肉味 106g/袋（新老包装随机）,6935284401189,106g*1袋,6,3.9,3.2
威跃 浴室多功能清洁剂500ml/瓶 深层去污水垢清洁剂玻璃瓷砖不锈钢多功能清洁剂,6973388821335,500ml*1瓶,6,9,3.9
旺旺 田园蔬菜味浪味仙70g/袋 甜味花式薯卷经典回忆解馋儿童,6905734301031,70g*1袋,6,5.4,4.9
可拆洗水龙头过滤器 六层过滤家用水龙头防溅头节水器厨房自来水过滤嘴/个(颜色随机),6920202005846,,6,3.3,1.9
PEACH JO+ 衣物香氛喷雾100ml/瓶 净味清新喷雾祛除火锅味烟味异味留香小苍兰,6978322170678,小苍兰（100ml）,6,5.2,1.8
【冬季棉拖鞋】新款情侣棉拖鞋女居家用室内厚底踩屎感毛毛拖鞋保暖防滑棉拖/双,3008277545313,蓝色40-41码,6,10.1,5
Wanpy顽皮 慕斯猫罐头 95g鸡肉鸡肝配方零食主食罐幼猫成猫猫咪易消化慕斯湿粮/罐,6927749803782,鸡肉鸡肝配方 95g*1罐,6,4.1,2.4
一次性搓澡巾 搓背手套男女双面可用粗砂搓泥学生洗澡巾清洗清洁耐用/个(颜色随机）,3007559245569,一个,6,1.5,0.5
发圈韩版高弹力耐用皮套简约气质黑色头绳粗马尾网红橡皮筋女发绳扎头 / 1个,3004182471013,大号*1个,6,0.3,0.2
【一次性鞋垫】木桨鞋垫男女透气免洗软底舒适薄款卫生抛弃型/双（单双无独立包装介意勿拍）,3003944178085,37码,6,0.4,0.2
【颜色可选】雪山刺绣袜子男女高弹百搭休闲男女同款中筒袜子ins高颜值/双（图案随机）,3003456679513,男中筒雪山白色裸袜,6,1.7,0.9
史莱姆起泡胶 水晶彩泥玩具解压泥少女史莱姆气泡胶泥轻黏土橡皮泥安全无毒手工diy/盒,3009308703214,迷雾海款,6,3,1.7
史莱姆起泡胶 水晶彩泥玩具解压泥少女史莱姆气泡胶泥轻黏土橡皮泥安全无毒手工diy/盒,3005826977052,粉蓝独角兽款,6,3,1.7
上好佳 洋葱圈6g/袋 经典口味儿时回忆膨化食品出游便携新鲜酥脆,6926265302519,65克,6,4.5,4.1
上好佳 鲜虾条65g/袋网红怀旧童年味道追剧办公室春游露营踏青新老包装随机发货,6926265302007,65克,6,5,4.2
上好佳 番茄口味田园薯片40g/袋 经典酸咸味宿舍聚会追剧解馋,6926265344281,40g*1袋,6,3,2.5
三全 三全凌黑芝麻汤圆 455g/袋 经典芝麻馅料低糖配方传统工艺制作,6908791202181,455g*1包,6,6.5,4.4
趣多多 嚼得到红提味软式甜饼干 80g/袋 水果风味软嫩好咀嚼甜曲奇开袋即食,6901668062444,80g*1袋,6,5.1,4.5
洽洽 山核桃瓜子108g/袋 核香酥脆宿舍囤货休闲追剧网红炒货瓜子仁,6924187851184,108克,6,5.1,4.9
【骐浪 泳帽】时尚硅胶泳帽防水游泳帽大号硅胶帽成人男女通用颗粒长发护耳泳帽/个【颜色可选】,3004559427513,纯粹白,6,6,3.3
欧迪斯活络扳手活动扳手10寸/8寸款 可调节扳手卫浴管钳工具,3003386203680,8寸款,6,9.5,4.6
鸣鲜 937家用打包盒(圆) 1000ML 10套装,6974034901937,,6,4.7,3.9
妙洁 食品级家用PE保鲜膜 30cm*20m一次性易撕冰箱冷藏微波炉耐高温保鲜膜/卷,6917751410801,30cm*20m*1盒,6,5.8,4.8
金属密码挂锁 行李箱包密码锁健身房柜子锁门窗密码锁大门锁/把,3008346509659,大号四位密码,6,7.7,3.6
【随享包】毛大胖 宠物零食烘干鸡肉片 猫咪狗狗零食香脆鸡肉干营养磨牙鸡胸肉/袋,6978644600020,毛大胖烘干鸡肉片9g,6,2.3,1.2
麦小迪 一次性内裤女士旅行出差产妇坐月子免洗日抛内裤 3条/袋（规格可选）,6971761196087,L码,6,9.3,8
麦小迪一次性浴巾70*100cm1份,6971761196612,,6,2.1,1.9
立白 新金桔洗洁精1kg/瓶 强效去油洗碗精洗碗液家用易漂食品用洗涤剂（新老包装随机）,6920174754483,1kg*1桶,6,9.5,8.5
新款爆款圈圈耳环 女轻奢高级感素圈耳扣耳饰品夸张大耳圈耳钉辣妹显脸小/对,3009329207357,,6,5.2,1.8
乐事 墨西哥鸡汁番茄味薯片70g/袋 咸香带辛大包经典原切解馋,6924743919242,70g*1袋,6,5.1,4.6
蓝月亮 油污克星油烟机清洁剂500g/瓶 强力型免拆洗去重油污厨房灶台清洗神器大扫除必备,6902022131073,500g*1瓶,6,17.8,14.8
可口可乐 清爽柠檬味雪碧汽水 888ml/瓶,6954767434971,888ml,6,3.6,3.5
可比克纯切薯片-麻辣小龙虾12g土豆片办公室解馋零食休闲食品小吃,6911988042637,12克,6,1,0.8
康师傅 3+2柠檬味苏打夹心饼干 125g/袋 柠檬夹心果香浓郁口感丰富不单调,6919892633309,125g*1袋,6,5.1,4.3
俊雅牌多功能家用办公多孔位插线板插排大功率带开关灯插线板1.8/2.8/3/4.8米可选,6978717760088,蓝白款总控4位 4.8米线,6,15.5,10.2
一次性牙刷牙膏套装 旅行出差便携方便酒店宾馆民宿牙具牙膏洗漱用品/套(含牙膏 颜色随机),3008056040213,,6,0.6,0.3
金丝猴果汁捏捏夹心软糖（葡萄味） 36克*1袋,6921681127104,36克*1袋,6,2.1,1.3
金生堂一次性毛巾浴巾组合装30*60cm+70*140cm,6977525570339,,6,3,1.2
杰利来  L7112黑色印花垃圾桶φ24.5*25.5cm,3004986730255,蓝色兔子,6,4.8,1.9
【尺寸可选】简约牛皮纸礼品袋 加厚牛皮纸购物袋生日送礼手提袋螺纹绳包装袋服装收纳袋/个,3001365565095,特大号31*43*14cm,6,3.6,2
【尺寸可选】简约牛皮纸礼品袋 加厚牛皮纸购物袋生日送礼手提袋螺纹绳包装袋服装收纳袋/个,3004926278618,大号27*38*12cm,6,3,1.8
嘉士利 牛奶味早餐饼干 167g/袋 开袋即食早八通勤早餐代餐或下午茶休闲零食,6901180905984,167g*1袋,6,3.3,2.8
吉香居 野山椒海带丝 52g/袋,6926896703273,,6,1.4,1.2
欢乐家 黄桃罐头256g/瓶 经典糖水黄桃罐头甜而不齁休闲食品,6924254675149,256g*1罐,6,6.3,5
好丽友 呀土豆麻辣小龙虾味脆脆星40g/袋 鲜辣过瘾办公室解压薯条,6920907814613,40g*1袋,6,2.7,2.3
好吃点 香脆核桃饼108g/袋 真核桃粒添加麦香坚果香交织酥脆不腻早餐搭档,6911988009784,108g,6,3.4,2.8
国莎 国泰味精 100g/袋无添加香精提鲜调味家用烹饪厨房常备调味料（新老包装随机）,6920647200035,100g*1袋,6,2.1,1.9
贵三红 小米辣泡椒野山椒泡菜泡凤爪调料 500g/袋,6925683800447,500g*1袋,6,3.5,2.9
公牛 电气绝缘胶带 9米耐高温阻燃绝缘胶布高粘性防水电胶布PVC电工电气胶带/卷,6922646111220,红色,6,2.1,1.3
格力高 百奇草莓味装饰饼干 55g/盒 独立小包装开袋即食下午茶甜蜜伴侣,6901845041606,55g*1盒,6,6.2,5.2
【睡觉免摘】S925银锆石圆球双头耳钉 高级感爆闪耳骨耳蜗钉养耳洞耳棒男女耳环耳饰小众/对,3003120196353,中号,6,4.8,2.1
都市牧场 青金橘味无糖薄荷糖约46粒 38g/瓶 水果味口香糖润喉糖（新老包装随机）,6935855703247,38g*1瓶,6,5.1,4.4
雕牌 全效加浓洗洁精220g/瓶 小瓶果蔬餐具学生宿舍家用厨房不伤手1滴去油洗涤清洁剂,6910019002640,220g*1瓶,6,3,2.2
逐本清欢森韵自在洁颜油3ml/袋卸妆油温和眼唇脸卸妆水膏便捷装(款式产品随机发),6976309550871,玉感卸妆油3ml,6,2.1,1.3
德力西空开 空气开关断路器家用单相三相总闸1P2P3P4P16A20A32A63A,6903185800318,2P-63A,6,15.9,13.2
德芙巧克力丝滑牛奶口味43g,6914973600010,43g*1袋,6,7.7,6.4
得力 双面胶带 高粘棉纸双面胶儿童DIY手工易撕胶学生文具财务胶办公学习用品/个,6935205304049,30404双面胶9*10*1卷,6,1.5,1.2
得力订书钉0012订书钉 24/6标准通用型订书针 12号钉书针 可订25页1000枚/盒,6921734900128,60g*1盒,6,1.2,0.8
【尺寸可选】大理石纹礼品袋 节日送礼手提袋配丝带服装收纳纸袋购物结婚伴手礼糖果袋子/个,3007650098583,粉色中号25*20*12cm,6,2.3,1.5
达利园 香蕉味瑞士卷 160g/袋 标准化烘焙工艺夹心酸甜浓郁下午茶加餐,6911988013545,橙汁味160g*1袋,6,6.4,5.1
达利园 香橙味法式软面包 200g/袋 外皮微酥内里绵软美味（保质期两月内特惠）,6911988014894,200g,6,6.5,5.2
超能 食用级洗洁精1kg/瓶 食用小苏打快速去污油西柚祛腥果蔬农残,6910019008345,1.5kg*1瓶,6,15.6,14.1
Warzn  超多泡精油浴盐球浴缸泡澡浴盐球泡澡球爆炸盐泡泡浴球薰衣草味玫瑰味绿茶味70g,3004786873312,绿茶味绿色*1颗,6,3.3,1.5
伯乐尝 九制湿杨梅 100g/袋,6937882751512,100克*1袋,6,4.8,4
贝卓94004卷尺3米*1个/份,6926292541998,3米*1个,6,6,5
百世兴 酒鬼花生原味 102g/袋 香酥花生休闲办公零食,6942910304219,102g*1袋,6,4.5,4.4
巴迪高 压缩毛巾浴巾 一次性浴巾毛巾加厚吸水便携式出差户外旅行大颗粒/个(规格可选),6973230800235,70*140cm,6,4.2,3.2
八鲜王 香辣小腿王(鸭肉类制品) 50克/袋,6934805401202,50克*1袋,6,2.1,1.6
Xing Rui卡通小熊指甲剪七件套,6971802810736,,6,7.8,4.6
ABC 私护专用卫生湿巾 18片/包 R01湿巾洁阴独立装洁肤安全无刺激,6922731840462,18片/包,6,7.5,4.9
ABC KMS清凉舒爽日用卫生巾 240mm*8片棉柔超吸纤薄姨妈巾/包,6922731800695,240mm,6,5.7,4.3
三得利 茉莉乌龙茶饮料500ml/瓶 清香微甜0糖0能量轻负担健身开瓶即饮,6972549660905,500ml*1瓶,7,4.3,3.6
【12盒装】伊利 舒化高钙型无乳糖牛奶220ml*12盒/箱 全脂口感家庭整箱囤货,6907992514628,220ml*12,7,46,39
伊利 舒化高钙型无乳糖牛奶220ml/盒 0乳糖好吸收学生早餐营养牛奶,6907992514932,220ml,7,4,3.25
【农夫山泉】苏打天然水饮品 410ml*15瓶/箱 整箱0糖0脂0卡无气原味苏打水饮料,6921168562480,410ml*15瓶,7,52,43.4
【农夫山泉】苏打天然水饮品 410ml*15瓶/箱 整箱0糖0脂0卡无气原味苏打水饮料,6921168562473,410ml*1瓶,7,3.5,2.89
元气森林 椰子口味外星人电解质水低糖600ml/瓶 （包装随机）,6937003706360,600ml*1瓶,7,5.4,4.5
娃哈哈 龙井茉莉花味低糖调味茶饮料 1000g/瓶,3004475512676,1L*6瓶,7,21.6,21
娃哈哈 龙井茉莉花味低糖调味茶饮料 1000g/瓶,3005150131847,1L*3瓶,7,10.8,10.5
娃哈哈 龙井茉莉花味低糖调味茶饮料 1000g/瓶,6902083915902,1L*1瓶,7,4.2,3.5
宜简 菊花茶瓶装原花植物萃取解腻清凉饮品无糖饮料 450ml/瓶,6950549833338,450ml*1瓶,7,2.5,2.1
【3瓶】康师傅 冰糖雪梨饮料 500ml*3瓶/件 梨解燥热清润每一刻梨汁饮品,3000538217632,500ml*3瓶,7,8,6.6
【3瓶】康师傅 冰糖雪梨饮料 500ml*3瓶/件 梨解燥热清润每一刻梨汁饮品,6922456889463,500ml*1瓶,7,3,2.2
康师傅 酸香爽金汤肥牛面110g/桶 金黄浓汤底酸香解腻泡面方便面,6937962130145,113g*1桶,7,5.3,4.2
康师傅 麻辣牛肉面105g/桶 麻辣鲜香牛骨高汤方便面免煮即泡,6920208904372,114g*1桶,7,5.2,4.1
康师傅 炼乳奶茶 500ml/瓶（新老包装随机）,6922456858674,500ml*1瓶,7,3.8,3.2
康师傅 红烧牛肉面干拌面110g/桶 酱香浓郁夜宵代餐经典牛肉味拌面,6937962143220,110g*1碗,7,6.9,5.5
康师傅 红烧牛肉面102g/袋 经典泡面牛肉高汤浓郁鲜香方便面泡面,6920208960064,103g*1袋,7,3,2.4
正点 扑克牌 棋牌室专用家用纸牌斗地主炸金花休闲娱乐8845高档正品加厚耐打扑克/副,6924932631481,1副*1盒,7,2.4,1.9
江小白 15度果立方白葡萄味果汁酒168ml/瓶 清爽无负担微醺果味酒,6938514108001,168ml,7,11.1,9.7
统一 老坛泡椒牛肉面方便面泡面 104g/袋,6925303711146,104g*1袋,7,2.4,1.9
统一 青梅绿茶饮料1L/瓶 酸甜可口大容量家庭聚会解腻饮品,6925303759254,1000ml*1瓶,7,3.7,3.1
银鹭好粥道 椰奶燕麦粥280g/罐 椰香醇厚绵密香甜开罐即食粥代餐,6926892568081,280g*1罐,7,4,3.2
锐澳RIO微醺3度百香果伏特加330ml*6,3009010749838,330ml*6,7,38.9,32.4
RIO锐澳 3度微醺百香果伏特加味鸡尾酒 330ml*3罐（新旧包装随机）,3002245077257,330ml*3,7,19.5,16.2
锐澳RIO 3度微醺百香果伏特加味鸡尾酒330ml/听 酸甜果香清爽气泡宅家追剧气泡酒,6935145343078,330ml,7,6.4,5.4
自由点PRO益生菌FFD8201-T超薄棉柔透气抑菌日用姨妈卫生巾250mm1片/包,6926052515924,250mm,7,1.2,1.1
大志吹牛皮70g 90克*1袋,6944204300013,90克*1袋,7,1.7,1.4
张飞冷吃牛肉 四川成都特产办公室解馋辣味零食麻辣香辣45g,6921982942710,45g*1袋,7,10,8.3
国标级自锁式尼龙扎带 约100条卡扣强力尼龙捆扎带塑料电线电缆束线带/包,3000221287584,3mm*100黑色100条,7,2.1,0.8
木纤维油利除洗碗巾 家具厨房玻璃清洁厚抹布柔软百洁布颜色随机1个,3004763483862,粉色,7,2.7,1.9
以酒坑友陪酒扑克牌 以酒坑友桌游朋友聚会大冒险派对卡牌小姐牌清吧聚会喝酒游戏气氛道具/副,6975538340093,1副*1盒,7,2.1,1
【壁挂收纳】塑料折叠凳子 便携式家用户外野餐钓鱼小板凳加厚塑料手提式马扎矮凳小凳子/张,6970196980537,大号XN23,7,11.4,8.7
星星厨娘 08 八个清洁球+锅刷+海绵套装,6971035540134,,7,5.4,3.5
新新精艺新年春节磁吸粘贴双用对联,3001254366611,吉祥如意18*97,7,17.7,14.3
心相印悬挂式KDT1120厨房专用纸巾 120抽/提（240张）食品级专用厨房抽纸,6903244960199,,7,6.6,5.1
物物洁 草酸浓缩溶液 强力去污厕所马桶瓷砖除垢清洁剂洁瓷剂500g/瓶(带喷头 品牌随机),6974934431909,450ml*1瓶,7,4.7,1.8
五档 淋浴花洒喷头 洗澡莲蓬头家用4分接口手持单花洒吸塑五档调节淋浴头/个,6974739300431,6008款,7,7.1,4
旺旺 碎冰冰78ml/条多口味混合童年怀旧零食可吸果味冰棒,6925861531170,菠萝味,7,0.9,0.7
发圈韩版高弹力耐用皮套简约气质黑色头绳粗马尾网红橡皮筋女发绳扎头 / 1个,3007023038628,中号*1个,7,0.3,0.2
全铜加厚4分内丝堵头堵帽四分六分水管闷头管堵管帽铜堵头,3000975016614,内丝,7,2.1,1.3
苏菲 裸感23cm极薄日用卫生巾姨妈巾月经卫生棉 7片/包,6934660552118,7片*1包,7,6.3,5.1
思念 小小汤圆 小小黑芝麻汤圆 455g/袋,3008256411417,455g*1包,7,7.5,4.4
思念 白糯小圆子糯米汤圆455g/袋,6921665736896,455g*1袋,7,6.5,4.4
三全 黑芝麻花生玫瑰豆沙三合一组合装玲珑小汤圆 300g(5g/颗)/袋,6908791202037,300g*1袋,7,7,5.9
乔特JOT-603热熔胶枪儿童手工制作幼儿园高粘强力胶棒胶水热融胶条60W,6970374216038,,7,12,10.7
麒净 小苏打粉清洁去污家用多功能衣服去黄小白鞋袜厨房除垢 28g/袋,6936691300386,,7,0.3,0.3
欧莱雅 男士控油炭爽抗黑头洁面乳50ml 油皮克星洗面奶/支(赠品字体介意勿拍包装随机),6955818221649,,7,7.8,5.7
农夫山泉东方树叶乌龙茶【1.5L】无糖茶饮料/瓶,6921168561452,1.5L,7,10.2,8.6
【混合猫砂】妮可露Nikoro 混合膨润土豆腐猫砂2.5kg/袋进口6L速溶可冲厕所原味,4580727262203,1包,7,14.3,12.3
莫小仙 酸辣粉100g/桶 0脂肪红薯粉食品冲泡方便速食粉丝米线夜宵,6958770002615,100g*1桶,7,5.2,4.1
溜溜梅 雪梅60g/袋 0防腐剂0添加人工色素冰凉糖霜果干蜜饯宿舍追剧解馋搭档,6923976111171,60g*1袋,7,3.6,3.4
蓝月亮 84消毒液600g/瓶 地板家居家用衣物消毒水杀菌99.999%,6902022132520,600g*1瓶,7,8.7,6.3
【4粒装】双鹿 5号电池碳性蓝骑士高性能适用电视遥控器儿童玩具剃须刀钟表干电池4粒/份,6911334334010,4粒装,7,2.9,2
可比克 烧烤味薯片55g/袋 炭火烤香经典香脆休闲零食追剧土豆片,6911988006448,55g*1袋,7,3.3,2.5
电视遥控器 适用小米遥控器需自身支持红外小米电视1/2/3/4S代/个,6978060770581,,7,9,4.1
九牧（JOMOO）双头高压管 304不锈钢编织软管热水器马桶4分家用连接高压防爆冷热进水管,3003673548319,40cm,7,10.1,6.2
金达强人 水果刀 厨房刨刀去皮刀 瓜刨刀水果刀颜色随机/把,6926292522898,1把,7,2.4,1.8
洁柔PR078-06自然无香Face粉软抽3层120抽纸面巾*6包,6914068016092,120抽*6包,7,15,13.8
洁柔 Face可湿水面纸抽纸巾3层150抽*3包/提 古龙水香抽取式餐巾纸,6914068012957,150抽*3包,7,14.2,11.8
杰利来  L7112黑色印花垃圾桶φ24.5*25.5cm,3003062572994,杏色Kitty猫,7,4.8,2
家洁 9228塑料柄马桶座刷,6971138592283,50g*1份,7,5.1,3.9
加贝舒 旅行双人四件套/单人三件套 一次性床单被罩枕套灭菌隔脏裸睡酒店/套(新老包装随机),6978383810018,双人四件套白色,7,7.2,5.1
季末连裤袜薄款丝袜女美腿打底裤防勾丝丝袜8019均码1双,6976751710441,1,7,2.6,1.9
优和红领巾小学生少先队员国标1米 涤棉 红领巾1条装,3005403953332,1m*1根,7,1.2,0.6
和路雪 冰冰西瓜口味冰棍80g/支 果香纯正清爽无黏腻夏日常备雪糕,6909493102199,80克*1支,7,2.4,2.2
好丽友 呀！土豆番茄味薯条 40g/袋,6920907808513,40g*1袋,7,2.7,2.4
鲨鱼夹 大号发量多交叉发夹韩式高级盘发卡头饰女简约气质抓夹后脑勺发爪约13cm/个,3002247706315,颜色随机*1个,7,3.5,3.1
广安邓老太盐皮蛋50g单枚四川土特产松花蛋卤味咸皮蛋,6942041316105,50克*1袋,7,2.8,2.3
广安邓老太盐皮蛋12枚720g精美礼盒装四川土特产松花蛋卤味咸皮蛋,6942041313708,720g*1盒,7,44.2,36.8
格力高 百醇红酒巧克力味注心饼干 48g/盒 脆薄饼身裹绵密内馅酒香回甘不腻口,6901845041248,48g*1盒,7,6.2,5.2
合页 高级不锈钢铰链门窗合页加厚合页机柜铰链钣金铁合页1寸/2寸/3寸/4寸,3006589944619,1寸,7,0.6,0.2
【1粒装】南孚丰蓝 1号电池燃气灶热水器煤气灶天然气灶热水器收音机大号碳性电池1粒/卡,6901826000066,1个,7,4.1,2.7
家政保洁毛巾 擦车毛巾清洁洗车毛巾吸水不掉毛加厚抹布擦地擦玻璃厨房擦桌布/条(颜色可选),3005621341416,30*30（灰色）*1条,7,1.8,1.3
独爱 润滑包8ml 水溶性人体润滑液便携装夫妻情侣房事成人用品润滑油体验装/袋,6971341300538,8毫升,7,0.6,0.2
马卡龙打气筒 手推式气球打气筒生日派对装饰婚庆结婚布置气球配件使用道具/个,3007618234411,,7,2.4,1.4
达利园 香蕉味瑞士卷 160g/袋 标准化烘焙工艺夹心酸甜浓郁下午茶加餐,6911988013538,草莓味160g*1袋,7,6.1,5.1
川洋塑业扫把套装簸箕扫帚家用组合笤帚扫地神器垃圾铲捎把卫生间,6901234565362,军绿色,7,9,7
油灰刀 抹泥铲刀清洁刮刀 加厚木柄清洁刀油漆铲刀抹水泥腻子刀清洁铲刀/把,3002504542410,5寸,7,3,1.6
奥利奥 抹茶无花果味薄脆饼干 95g/盒 微甜不腻口夹心果粒丰富口感层次,6901668934888,95g*1盒,7,7,5.9
xixi水粘蕾丝双眼皮贴480回自然无痕透气超隐形超稳不易翘边喷水自粘美眼贴/盒,6970100676075,1盒,7,5.3,3
OLO 玻尿酸避孕套3只 超薄隐形黑色001避孕套男用透薄安全套成人用品避孕套/盒,6970960521379,0,7,5.3,2.1
HUABAO开口扳手,3009705484013,14-17,7,2.9,2.4
3位插线板12孔接线板排插托拖线板新国标插线板插排家用多功能插头转换器1.8MX4,6941219068013,,7,12,8
【5连包】三养 辣鸡肉芝士火鸡面140g*5袋 浓郁芝士经典韩式风味拌面方便面夜宵,8801073141735,140g*5包,8,40.2,33.5
三养 辣鸡肉芝士火鸡面140g/袋 方便面拌面泡面炸鸡夜宵伴侣速食,8801073113268,140g*1袋,8,7.5,6.7
东鹏补水啦电解质饮料白桃味555ml*24,6934502302550,555ml*24瓶,8,86.8,69.4
东鹏 补水啦 白桃味饮料555ml/瓶 运动健身补充电解质饮料,6934502302543,555ml,8,3.5,2.9
劲牌 35度中国劲酒520ml/瓶 国产老字号草本配方地道药材大瓶装保健酒,6909131280647,520ml,8,50,41.7
伊利安慕希 原味酸奶 205g,6907992512761,205g*12盒*1箱,8,53,45
伊利安慕希 原味酸奶 205g,6907992512570,205g*1盒,8,5,3.75
元气森林 外星人 荔枝海盐口味电解质水500ml/瓶 0糖0卡低钠轻负担健康解渴饮料不兑奖,6970399922365,500ml*1瓶,8,4.5,4.4
【超值三瓶】农夫山泉 东方树叶乌龙茶 500ml*3瓶/份 0糖0脂0添加 茶香浓郁,3006251798212,500ml*3,8,13.7,11.4
农夫山泉 东方树叶 乌龙茶饮料500ml/瓶 无糖无负担办公室午后清凉茶饮品,6921168558032,500ml,8,5,3.8
农夫山泉 东方树叶 红茶饮料500ml/瓶 餐后解腻办公室午后清凉0卡0防腐无负担饮品,6921168558025,500ml,8,5,3.8
【3瓶】农夫山泉 力量帝 维他命水柑橘风味饮料 500ml*3瓶,3003652773916,500ml*3,8,13.7,11.4
农夫山泉 力量帝 维他命水柑橘风味饮料500ml/瓶 酸甜橘味天然果香富含维生素饮料,6921168550142,500ml,8,4.5,3.8
芬达 橙味汽水500ml*6瓶 果爽橙味带劲气泡碳酸饮料,3005186721555,500ml*6,8,16.6,13.8
芬达橙味汽水500ml*3瓶果爽橙味带劲气泡碳酸饮料,3004699340512,500ml*3,8,8.3,6.9
芬达 橙味汽水500ml/瓶 果爽橙味带劲气泡碳酸饮料,6954767442075,500ml,8,2.7,2.3
雪碧 清爽柠檬味汽水碳酸饮料 330ml/罐 摩登罐滋滋气泡清甜沁爽碳酸汽水,6954767437583,330ml,8,2.4,2.2
娃哈哈 甜味无汽苏打水350ml/瓶 弱碱性补水解渴轻便随行休闲饮品甘爽舒畅,6902083894443,350ml*1瓶,8,2.4,2
宜简 晴王葡萄味苏打水饮品360ml/瓶 果味饮料0糖0卡0脂饮品果香微甜清爽,6950549800583,360ml*1瓶,8,2.5,2.1
康师傅 香爆脆干脆面约30g/袋 鸡汁麻辣小龙虾味速食方便面开袋即食油炸膨化,6920208912902,33g*1袋,8,0.9,0.8
得力透明文具胶透明胶带办公12mm*18y小胶带/个,3006579136239,12mm,8,0.5,0.3
【加大加厚】大号商用垃圾袋 加厚物业酒店环卫垃圾袋黑色塑料袋大塑料袋子/个,3004585325517,,8,3.6,2.3
椰树 正宗椰树牌椰汁1L/盒 鲜榨椰肉汁无香精添加椰香浓郁植物蛋白饮料,6901347880390,1l*1盒,8,14.3,11.9
白家陈记 经典成都味酸辣粉非油炸方便粉丝 108g/袋,6926410320047,108g*1袋,8,3.5,2.8
统一巧面馆豌豆杂酱碗面方便面125g 1碗/份,6925303792749,125克,8,#N/A,4.5
锐澳RIO 8度强爽茉莉青提伏特加味鸡尾酒500ml*6听 酒感升腾气泡丰盈聚会囤货装,3003566013139,500ml*6,8,65.6,54.6
【3罐】RIO锐澳 强爽8度茉莉青提伏特加风味气泡鸡尾酒 500ml*3罐（新老包装随机）,3001303077390,500ml*3,8,32.8,27.3
锐澳RIO 8度强爽茉莉青提伏特加味鸡尾酒500ml/听 浓郁花香酒劲十足高度气泡酒,6935145315082,500ml,8,10.9,9.1
锐澳微醺 白桃白兰地味鸡尾酒 330ml/罐*6,3000914488250,330ml*6,8,39.6,33
锐澳RIO微醺3度白桃白兰地风味鸡尾酒330ml*3,3001426352992,330ml*3,8,18.9,16.5
锐澳RIO 3度微醺白桃白兰地味鸡尾酒330ml/听 低度微醺无压力气泡酒,6935145343030,330ml,8,6.5,5.5
邹老太奶皮西饼绵绵豆沙味奶香味蛋黄味面包早餐零食下午茶夜宵充饥零食 100g,6974977010468,100克,8,3.5,2.8
爱家 固体空气清新剂70g/盒 固体香剂室内厕所除异味车载香薰除味剂,6911348430661,沁心柠檬,8,4.1,3.3
牛浪汉 颗颗豆腐香干100g/袋 劲道耐嚼硬豆腐休闲解馋零食重庆特产,6923228401029,100g*1袋,8,4.8,3.6
【重庆特产】陈昌银 原味麻花 400g/袋 磁器口特色休闲零食,6937033400122,400g*1袋,8,10.8,9.7
【重庆特产】陈昌银 麻辣味麻花 400g/袋 磁器口特色休闲零食,6937033400115,1袋,8,10.8,9.7
雨衣一次性全身防暴雨单人户外徒步登山便携EVA可循环一次性雨衣003均码,6975619020029,1件*1份,8,5.3,3.5
