内部商品名称,内部规格,内部条码,内部销售价,总销量,进货价,外部商品名称,外部规格,外部活动价,外部原价,匹配结果,商品分类,线上原价,线上活动价,定价类型,线下价格
乐事薯片-嗞嗞烤肉90g,90g*1罐,6924743927902,6.6,17,6.0,乐事嗞嗞烤肉味无限薯片90g／罐炭烤焦香大桶装办公室宿舍囤货,90g/罐,10.5,11.0,条码匹配,A,10.9,10.5,普通商品(低毛利),7.5
俊雅牌多功能家用办公多孔位插线板插排大功率带开关灯插线板1.8/2.8/3/4.8米可选,蓝白款总控4位 1.8米线,6978717760064,11.3,17,7.1,,,,,无匹配,A,11.5,11.5,普通商品(低毛利),8.9
【颜色可选】君瑞 WPT德州扑克 磨砂PVC扑克牌 比赛使用塑料宽牌大字耐磨材质卡牌/副,红色,6977651350256,9.0,18,6.2,【颜色可选】美扑WPT德州扑克磨砂PVC扑克牌比赛使用塑料宽牌大字扑克牌耐磨／副,蓝色*1副,10.9,11.8,模糊匹配,A,11.9,10.9,普通商品(中毛利),7.2
姚记精品扑克3008款 斗地主纸牌扑克牌1副,1副,6925019906256,2.1,18,1.53,,,,,无匹配,A,2.2,2.2,普通商品(低毛利),1.9
康师傅 酸辣牛肉面110g/袋 经典酸辣味即食袋装速食方便面泡面,115g*1袋,6920208923991,3.0,18,2.5,康师傅酸辣牛肉面110g／袋经典酸辣味即食袋装速食方便面泡面,110g/袋,3.2,3.5,条码匹配,A,3.5,3.2,固定毛利20%,3.2
得力 直液式走珠笔 黑/红/蓝色速干笔签字笔全针管中性笔商务办公学生考试刷题笔水笔/支,黑色12支,6935205391650,17.1,18,12.2,得力直液式走珠笔黑／红／蓝色速干笔签字笔全针管中性笔商务办公学生考试刷题笔水笔／支,红色*1支,1.5,2.5,模糊匹配,A,2.5,1.5,普通商品(低毛利),15.2
得力 直液式走珠笔 黑/红/蓝色速干笔签字笔全针管中性笔商务办公学生考试刷题笔水笔/支,黑色1支,6935205391629,1.5,18,1.1,得力直液式走珠笔黑色1/支,,2.7,2.7,条码匹配,A,2.9,2.9,普通商品(中毛利),1.9
怡宝 饮用纯净水6L/桶 大桶装煮饭泡茶煲汤家庭装饮用水,6L,6901285993282,8.5,18,6.0,怡宝纯净水6L/桶,,8.89,12.8,条码匹配,A,12.9,8.9,普通商品(中毛利),7.9
椰树牌椰汁（植物蛋白饮料）245ml*24,245ml*24罐,6957735799836,110.0,18,88.0,王老吉凉茶植物饮料310ml*24罐/箱,,,79.2,模糊匹配,A,79.2,79.2,普通商品(低毛利),110.2
椰树 正宗椰树牌椰汁245ml/听 海南鲜榨浓郁椰香聚餐宴席经典饮品,245ml*1罐,6957735788861,4.4,18,3.5,椰树牌椰汁245ml/听,,,10.12,模糊匹配,A,10.2,10.2,普通商品(中毛利),6.2
【款式可选永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1包（6个）,3004683285935,2.3,18,0.9,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,福*1个,0.6,0.65,模糊匹配,A,0.5,0.5,普通商品(低毛利),1.2
【款式可选永吉 红包大号8.5*16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包/个,1个,3004925869572,0.2,18,0.2,【款式可选】永吉红包大号8.5x16.5cm加厚红包封压岁钱结婚喜字堵门通用生日红包／个,金榜题名*1个,0.3,0.5,模糊匹配,A,0.5,0.2,普通商品(中毛利),0.5
白象 大辣娇麻辣小龙虾拌面115g/盒 面条筋道方便面速食泡面拌面夜宵,115g*1盒,6935270641254,4.9,18,3.9,白象大辣娇麻辣小龙虾拌面115g／盒非油炸面饼健康无负担拌面夜宵,115g/盒,6.45,6.5,条码匹配,A,6.5,6.5,固定毛利20%,4.9
内径4cm窗帘环活口挂环环圈 浴帘窗帘挂钩配件环圈开口环罗马杆圈环窗帘扣环活扣窗帘吊环/个,白色4厘米一个,3002011305119,0.3,18,0.2,内径4cm窗帘环活口挂环环圈浴帘窗帘挂钩配件环圈开口环罗马杆圈环窗帘扣环活扣窗帘吊环／个,内直径4cm*1个,0.45,0.5,模糊匹配,A,0.5,0.5,普通商品(中毛利),0.5
伊利甄稀 茉莉荔枝味流心冰淇淋70g/支 果味流心乳香醇厚清爽不腻,70g*1支,6907992826646,3.6,18,3.2,,,,,无匹配,A,3.9,3.9,普通商品(低毛利),4.2
伊利 苦咖啡雪糕70g/支 经典怀旧款咖啡巧克力脆皮苦甜平衡,70g*1袋,6907992810263,2.4,18,1.7,,,,,无匹配,A,2.5,2.5,普通商品(低毛利),2.2
喜之郎 什锦果肉果冻200g/杯 Q弹果肉型大杯装宿舍解馋儿童零食,200g*1杯,6902934990362,3.8,18,3.2,喜之郎什锦果肉果冻200g/杯,,5.5,6.0,条码匹配,A,5.9,5.5,普通商品(低毛利),4.2
【颜色可选】素色礼品喜糖袋 水果防鸟虫套袋欧根纱束口袋珍珠纱化妆品礼品袋喜糖袋婚庆用品/个,15*20cm白色,3008347079687,0.6,18,0.3,【颜色可选】素色礼品喜糖袋水果防鸟虫套袋欧根纱束口袋珍珠纱化妆品礼品袋喜糖袋婚庆用品／个,白色7x9cm*1个,0.38,0.6,模糊匹配,A,0.5,0.2,普通商品(低毛利),0.5
双汇 王中王火腿肠30g*9支/袋 9支便携装开袋即食经典原味香嫩不油腻,30g*9支,6902890224457,10.3,18,8.2,双汇王中王火腿肠30gx9支／袋9支便携装开袋即食经典原味香嫩不油腻,30g*9支/袋,14.5,14.9,条码匹配,A,14.9,14.5,固定毛利20%,10.2
蒙牛 绿色心情炼乳红豆加绿豆味雪糕68g/支 红豆绿豆双料添加口感丰富,68g*1支,6923644274344,3.1,18,2.6,,,,,无匹配,A,3.2,3.2,普通商品(低毛利),3.2
吉列威锋 男士手动剃须刀1刀头1刀架 2层刀片手动刮胡刀芦荟润滑胡须剃须刀手动刮胡刀/卡,80g*1卡,6900068005020,15.5,18,12.3,吉列威锋剃须刀剃须泡沫套装1刀架1刀头旅行套装男式便携手动剃须刀／套,剃须刀*1套,18.5,23.8,条码匹配,A,23.9,18.5,普通商品(中毛利),14.5
口味王和成天下 金石之交青果非食品宾郎金石之交40g/袋口感纯正风味独特日常解馋槟榔,40g,6977653009985,50.0,18,45.0,口味王和成天下青果非食品宾郎金石之交40g／袋口感纯正风味独特日常解馋槟榔,40g/袋,58.0,60.0,模糊匹配,A,59.9,57.9,普通商品(低毛利),56.2
热熔胶棒 高粘度环保透明热熔胶条手工DIY棒7mm/12mm胶枪胶棒热溶胶条/根,11mm*190mm/支,3008225389211,0.6,18,0.4,热熔胶棒高粘度环保透明热熔胶条手工DIY棒7mm／11mm胶枪胶棒热溶胶条／根,7mm*15cm*1根,0.3,0.45,模糊匹配,A,0.5,0.2,普通商品(低毛利),0.5
高洁丝 海岛奢宠纯棉极薄日用240mm卫生巾 8片/袋,8片*1袋,6923589467511,8.9,18,6.7,七度空间天山绒棉系列极薄纯棉日用250mm卫生巾6片装QRD6106,,,10.8,模糊匹配,A,10.9,10.9,普通商品(低毛利),8.5
丁大姐 素棒棒鸡面制品 100g/袋 怀旧麻辣小零食,100克,6957845220909,1.8,18,1.4,丁大姐素棒棒鸡味辣条100g／袋,,3.5,3.5,条码匹配,A,3.5,3.5,普通商品(中毛利),2.2
【5连包】三养 奶油辣鸡肉火鸡面130g*5袋/包 辣度适中奶油香浓干拌面泡面方便面,0,8801073142190,41.1,19,34.2,【5连包】三养辣鸡肉味火鸡面140gx5袋／包秘制酱料辣爽过瘾拌面泡面方便面夜宵,140g*5袋/包,43.8,45.0,模糊匹配,A,44.9,43.9,普通商品(低毛利),42.9
三养 奶油辣鸡肉火鸡面130g/袋 奶油香浓辣度适中拌面速食夜宵,130g*1袋,8801073113770,7.5,19,6.2,三养奶油辣鸡肉火鸡面130g／袋奶油香浓辣度适中拌面速食夜宵,130g/袋,8.8,9.0,条码匹配,A,8.9,8.9,固定毛利20%,7.9
东方树叶陈皮白茶500ml*3（新老包装随机发货）,500ml*3瓶,3000163262243,13.7,19,11.4,东方树叶陈皮白茶500mlx3（新老包装随机发货）,,16.5,16.5,模糊匹配,A,16.5,16.5,普通商品(低毛利),14.2
东方树叶陈皮白茶500ml*3（新老包装随机发货）,500ml*1瓶,6921168562909,4.5,19,3.8,农夫山泉东方树叶陈皮白茶饮料500ml／瓶清爽无糖0卡低负担茶饮品,500ml/瓶,5.2,5.5,条码匹配,A,5.5,5.2,普通商品(低毛利),4.9
美汁源 红缇葡萄果汁饮料450ml/瓶 酸甜解腻聚会休闲畅饮装,450ml,6954767404219,3.7,19,3.1,美汁源青缇葡萄汁饮料450ml/瓶,,,4.5,模糊匹配,A,4.5,4.5,普通商品(低毛利),3.9
元气森林 外星人 白桃口味电解质水500ml/瓶 0糖0卡清香桃味运动健身饮品不兑奖,500ml*1瓶,6970399927247,5.6,19,4.7,元气森林外星人白桃口味电解质水500ml／瓶0糖0卡清香桃味运动健身饮品,500ml/瓶,5.9,7.0,条码匹配,A,6.9,5.9,普通商品(低毛利),5.9
娃哈哈 饮用纯净水5.5L/桶 大桶装家用煮饭泡茶煲汤饮用水健康清甜,5.5l*1桶,6902083813109,8.9,19,7.8,娃哈哈饮用纯净水5.5L／桶大桶装家用煮饭泡茶煲汤饮用水健康清甜,5.5L/桶,11.9,14.8,条码匹配,A,14.9,11.9,普通商品(中毛利),8.9
康师傅 老陈醋酸辣牛肉面119g/桶 秘制醋包酸辣即食夜宵方便面泡面,125g*1桶,6920208914067,5.0,19,4.0,康师傅老陈醋酸辣牛肉面125g/桶,,6.0,6.5,条码匹配,A,6.5,5.9,固定毛利20%,5.2
【6瓶装】康师傅 茉莉清茶饮料1L*6瓶/份 夏日清爽解渴调味茶饮料,1L*6,3002621207551,26.0,19,21.6,,,,,无匹配,A,26.2,26.2,普通商品(低毛利),27.2
康师傅 低糖茉莉清茶调味茶饮品1L/瓶*3 大瓶畅饮茶饮料,1L*3,3009060936714,12.6,19,10.8,统一茉莉蜜茶调味茶饮料1L*3瓶/件,,16.5,16.5,模糊匹配,A,16.5,16.5,普通商品(低毛利),13.5
康师傅 茉莉清茶饮品1L/瓶 清爽低糖茉莉风味大瓶装饮料,1L,6922456892067,4.3,19,3.6,康师傅茉莉清茶饮品1L／瓶清爽低糖茉莉风味大瓶装饮料,1L/瓶,4.5,5.0,模糊匹配,A,4.9,4.5,普通商品(低毛利),4.5
百事可乐 青柠口味500ml*3瓶 无糖汽水碳酸饮品新老包装随机发货,500ml*3,3008267854210,8.6,19,7.2,【娃哈哈】无汽苏打水饮品500ml*1瓶,500ml*1瓶,6.0,6.0,模糊匹配,A,5.9,5.9,普通商品(低毛利),9.2
百事可乐 无糖可乐汽水青柠味500ml/瓶 居家追剧清爽解馋无负担碳酸饮料,500ml,6915766004947,3.0,19,2.4,【百事可乐】无糖青柠味可乐汽水500ml/瓶,,,3.6,模糊匹配,A,3.5,3.5,普通商品(低毛利),2.9
统一 麻辣笋子牛肉面106g/袋 麻辣交融巧面馆经典方便面泡面,106g*1袋,6925303740351,2.9,19,2.3,统一麻辣笋子牛肉面106g／袋麻辣交融巧面馆经典方便面泡面,106g/袋,3.35,3.5,条码匹配,A,3.5,3.2,固定毛利20%,2.9
青岛啤酒 11°P青岛白啤酒500ml*3听 醇厚口感全麦精酿休闲聚会组合装,500ml*3,6901035615693,22.4,19,18.6,青岛啤酒11°P青岛白啤酒500mlx3听醇厚口感全麦精酿休闲聚会组合装,500ml*3听,22.8,24.0,条码匹配,A,23.9,22.9,普通商品(低毛利),23.2
【整箱】青岛啤酒 11°P白啤酒500ml*12听,500ml*12,6901035614221,89.1,19,74.3,雪花8°P纯生啤酒500ml*12听/箱【不兑奖散装发货】,,79.0,79.0,模糊匹配,A,78.9,78.9,普通商品(低毛利),92.9
青岛啤酒11°P青岛白啤酒500ml/听全麦酿造,500ml,6901035614214,7.5,19,6.2,青岛啤酒11°P白啤酒500ml/听,,,8.83,模糊匹配,A,8.9,8.9,普通商品(低毛利),7.9
【百变造型】一次性吸管 100只饮料吸管儿童手工可弯曲吸管奶茶长吸管管子彩色艺术吸管/袋,,3002850533957,3.9,19,1.9,【百变造型】一次性吸管100只饮料吸管儿童手工可弯曲吸管奶茶长吸管管子彩色艺术吸管／袋,100只*1袋,4.5,6.5,模糊匹配,A,6.5,4.5,普通商品(中毛利),3.9
双汇 Q趣儿香辣风味香肠70g/根 休闲小吃火腿肠泡面肉类即食香肠零食肠,70g*1袋,6902890259749,2.3,19,1.8,双汇Q趣儿香辣风味香肠70g／根休闲小吃火腿肠泡面肉类即食香肠零食肠,70g/个,2.68,2.8,条码匹配,A,2.9,2.5,固定毛利20%,2.2
上海香皂 上海硫磺皂85g 温和爽洁肌肤家用洗脸洗澡清洁经典老牌国货香皂肥皂/袋,85g*1袋,6901404300854,2.1,19,1.4,上海香皂上海硫磺皂85g温和爽洁肌肤家用洗脸洗澡清洁经典老牌国货香皂肥皂／袋,85g*1块,2.8,3.5,条码匹配,A,3.5,2.9,普通商品(中毛利),2.2
打磨抛光砂纸 28*23cm干湿两用耐水砂纸磨砂布细砂布铁砂皮文玩打磨抛光水砂纸/张,1200目1张,3002356008164,0.9,19,0.5,打磨抛光砂纸28x23cm干湿两用耐水砂纸磨砂布细砂布铁砂皮文玩打磨抛光水砂纸／张,60目*1张,1.2,1.5,模糊匹配,A,1.5,1.2,普通商品(中毛利),0.9
盼盼 麦香鸡味块墨西哥味卷 105g/袋 童年怀旧零食办公室网红休闲小吃,105g*1袋,6920912341999,4.5,19,3.9,盼盼麦香鸡味块105g／袋非油炸麦香醇厚童年怀旧办公室小吃,105g/袋,6.2,6.5,条码匹配,A,6.5,6.2,普通商品(低毛利),4.9
杰利来塑料凳子家用加厚防滑成人高款板凳简约客厅餐桌椅子厚实熟胶方凳,舒美L1681款红色,6931835600988,11.7,19,6.7,塑料凳子加厚家用圆方凳子熟胶椅子儿童成人小板凳客厅茶几胶凳子,,11.8,11.8,模糊匹配,A,11.9,11.9,普通商品(低毛利),8.5
奥利奥 浓醇巧克力味夹心饼干48.5g/袋 加纳可可冷研工艺双巧克力暴击怀旧零食,48.5g*1袋,6901668935663,2.7,19,2.4,奥利奥浓醇巧克力味夹心饼干48.5g／袋加纳可可冷研工艺双巧克力暴击怀旧零食,48.5g/袋,3.88,4.5,条码匹配,A,4.5,3.9,普通商品(中毛利),2.9
爱普特 LED灯泡 E27大螺口节能灯无频闪球泡灯护眼家用照明灯泡/个,3W-6500k白光,6950845169896,3.3,19,2.1,,,,,无匹配,A,3.2,3.2,普通商品(低毛利),2.9
【5连包】三养 辣鸡肉味火鸡面140g*5袋/包 秘制酱料辣爽过瘾拌面泡面方便面夜宵,107克*5包,8801073140578,32.4,20,27.0,【5连包】三养辣鸡肉味火鸡面140gx5袋／包秘制酱料辣爽过瘾拌面泡面方便面夜宵,140g*5袋/包,43.8,45.0,条码匹配,A,44.9,43.9,普通商品(低毛利),33.9
三养 辣鸡肉味火鸡面140g/袋 秘制酱料辣爽过瘾免煮拌面夜宵,140g*1袋,8801073110502,6.8,20,5.4,三养辣鸡肉味火鸡面140g／袋秘制酱料辣爽过瘾免煮拌面夜宵,140g/袋,7.99,9.0,条码匹配,A,8.9,7.9,固定毛利20%,6.9
【10瓶装】伊利安慕希 黄桃燕麦酸奶200g*10瓶,200g*10瓶*1箱,6907992513829,58.0,20,49.0,伊利安慕希希腊风味酸奶黄桃燕麦味200g*10瓶/箱,,72.0,72.0,条码匹配,A,71.9,71.9,固定毛利15%,57.9
【10瓶装】伊利安慕希 黄桃燕麦酸奶200g*10瓶,200g*1瓶,6907992513560,6.0,20,4.9,安慕希黄桃燕麦酸奶腊风味酸奶200g/瓶,,8.5,8.5,条码匹配,A,8.5,8.5,固定毛利15%,5.9
依能 水蜜桃味饮料1L/瓶 酸甜清爽解腻解油补水饮品添加进口蜂蜜果味饮品,1L,6971329921007,3.0,20,2.6,依能水蜜桃味饮料1L／瓶酸甜清爽解腻解油补水饮品添加进口蜂蜜果味饮品,1L/瓶,3.5,5.0,条码匹配,A,4.9,3.5,普通商品(中毛利),2.9
元气森林气泡水冰柠可乐480ml*15,480ml*15瓶,6975176784280,71.5,20,57.2,元气森林外星人电解质水青柠口味0糖0卡电解质饮料500ml*15瓶/箱,,85.0,88.0,模糊匹配,A,87.9,84.9,普通商品(低毛利),71.5
元气森林 冰柠可乐味苏打气泡水480ml/瓶 0糖无负担碳酸饮品休闲汽水饮料清爽解腻,480ml*1瓶,6975176784273,5.0,20,3.9,元气森林柠檬可乐味苏打气泡水480ml/瓶,,6.0,6.0,条码匹配,A,5.9,5.9,普通商品(低毛利),4.9
啊雀掼蛋专用扑克牌668扑克牌高端纸牌黑芯纸惯蛋高质量大字纸牌1副长牌三层布纹防折蓝芯纸牌,0,6936380906882,3.6,20,1.3,,,,,无匹配,A,3.9,3.9,普通商品(中毛利),2.5
宜简 老鹰茶无糖500ml/瓶,500ml*1瓶,6950549801610,3.7,20,3.1,宜简无糖老鹰茶500ml/瓶,,4.5,4.5,条码匹配,A,4.5,4.5,普通商品(低毛利),3.9
重庆啤酒山城 8°P精品啤酒 500ml/听*3,500ml*3,3002473368769,8.0,20,6.6,重庆啤酒8°P国宾啤酒500ml／听纯真重庆味道啤酒,500ml/听,5.9,6.0,模糊匹配,A,5.9,5.9,普通商品(低毛利),8.2
重庆啤酒 山城 8°P冰爽啤酒500ml/听 老山城清爽型经典风味,500ml*1瓶,6903133770427,3.0,20,2.2,山城啤酒8°P冰爽啤酒500ml／听老山城清爽型经典风味,500ml/听,4.5,5.0,模糊匹配,A,4.9,4.5,普通商品(中毛利),2.9
康师傅 老坛酸菜牛肉面方便面泡面 122g/桶,122g*1桶,6920208957972,5.0,20,4.0,康师傅老坛酸菜牛肉面单桶面122g/桶,,6.0,6.5,条码匹配,A,6.5,5.9,固定毛利20%,5.2
康师傅 老坛酸菜牛肉面117g/袋 老坛发酵酸爽过瘾方便面速食夜宵泡面,117g*1袋,6920208995349,3.0,20,2.5,康师傅老坛酸菜牛肉方便面袋装泡面117g/袋,,3.5,3.5,条码匹配,A,3.5,3.5,固定毛利20%,3.2
康师傅 麻辣牛肉面干拌面110g/碗 即食速食劲爽麻辣方便面拌面,,6937962143305,5.0,20,4.0,康师傅干拌麻辣牛肉面110g/碗,,7.5,7.5,条码匹配,A,7.5,7.5,固定毛利20%,5.2
李子园 草莓风味乳饮料450ml/瓶 丝滑口感早餐搭配品质放心开盖即饮,450ml,6916196422349,4.4,20,3.6,李子园草莓风味乳饮料450ml／瓶丝滑口感早餐搭配品质放心开盖即饮,450ml/瓶,5.2,6.0,条码匹配,A,5.9,5.2,普通商品(低毛利),4.5
百世兴 原味酒鬼花生18g/袋 咸味去壳花生米宿舍追剧夜宵充饥解馋坚果,18克,6942910302703,0.9,20,0.8,百世兴原味酒鬼花生18g／袋咸味去壳花生米宿舍追剧夜宵充饥解馋坚果,18g/袋,1.45,1.5,条码匹配,A,1.5,1.5,普通商品(中毛利),0.9
七喜 柠檬味汽水330ml*6听 酸甜清爽解渴聚会休闲碳酸饮料组合装,330ml*6,6915766003018,12.9,20,10.8,七喜柠檬味汽水330ml／听酸甜清爽解渴聚会休闲碳酸饮料,330ml/听,2.5,3.0,模糊匹配,A,2.9,2.5,普通商品(低毛利),13.5
【3罐】七喜 冰爽柠檬味碳酸汽水 330ml*3罐（新老包装随机）,330ml*3,3004659595648,6.5,20,5.55,有友泡椒豆干90g／袋（新老包装随机）,,5.5,6.5,模糊匹配,A,6.5,5.5,普通商品(低毛利),6.9
七喜 柠檬味汽水330ml/听 酸甜清爽解渴聚会休闲碳酸饮料,330ml,6915766002905,3.0,20,1.8,七喜柠檬味汽水330ml／听酸甜清爽解渴聚会休闲碳酸饮料,330ml/听,2.5,3.0,条码匹配,A,2.9,2.5,普通商品(低毛利),2.2
统一巧面馆桶装油泼辣子酸汤面 方便面泡面速食面116g,116g*1桶,6925303740702,4.5,20,3.6,统一油泼辣子酸汤面107g／桶酸辣爽口桶装速食泡面方便面地道西北风味,107g/桶,5.2,5.5,条码匹配,A,5.5,5.2,固定毛利20%,4.5
【三明治包装淋膜纸】一次性防油纸袋 15*15cm汉堡饭团一次性打包纸袋子防油淋膜纸袋,1张,3002564534653,0.2,20,0.2,,,,,无匹配,A,0.2,0.2,普通商品(低毛利),0.2
伊利牧场 奶提子雪糕65g/支 牛奶葡萄干童年经典搭配口感丝滑,65g*1袋,6907992823126,2.1,20,1.2,,,,,无匹配,A,2.2,2.2,普通商品(低毛利),1.5
旺旺 仙贝52g/袋 非油炸酥脆饼干米饼童年记忆办公室宿舍零食,52g*1袋,6920546800046,5.0,20,4.2,旺旺仙贝52g／袋非油炸酥脆饼干米饼童年记忆办公室宿舍零食,52g/袋,6.2,6.5,模糊匹配,A,6.5,6.2,普通商品(低毛利),5.2
趣多多 香脆曲奇浓浓巧克力味 85g/袋 追剧零食浓浓巧克力味一口停不下来,85g*1袋,6901668936714,5.1,20,4.5,趣多多香脆曲奇浓浓巧克力味85g／袋追剧零食浓浓巧克力味一口停不下来,85克/袋,7.8,8.5,条码匹配,A,8.5,7.9,普通商品(中毛利),5.2
倩挥30×60㎝出差旅游一次性毛巾外出加厚吸水便携式一次性绵柔毛巾1包,1条*1份,6974610431810,1.2,20,0.4,毛巾,,,11.25,模糊匹配,A,11.2,11.2,普通商品(高毛利),1.2
好丽友Q蒂榛子巧克力味56g/盒坚果与巧克力融合开袋即食精致糕点,56g*1盒,6920907803167,3.3,20,3.2,好丽友Q蒂榛子巧克力味56g／盒坚果与巧克力融合开袋即食精致糕点,56g/盒,4.8,5.5,条码匹配,A,5.5,4.9,普通商品(低毛利),4.2
Warzn  超多泡精油浴盐球浴缸泡澡浴盐球泡澡球爆炸盐泡泡浴球薰衣草味玫瑰味绿茶味70g,玫瑰味粉色*1颗,3002985545184,3.3,20,1.5,,,,,无匹配,A,3.2,3.2,普通商品(中毛利),1.9
派力特 掌心脆干脆面15g/袋 酥脆咸香膨化油炸夜宵充饥干吃面方便食品（口味随机）,26g*1袋,6946975500272,0.6,20,0.4,派力特掌心脆干脆面15g／袋酥脆咸香膨化油炸夜宵充饥干吃面方便食品（口味随机）,15g/袋,0.9,1.0,模糊匹配,A,0.9,0.9,普通商品(中毛利),0.5
【密封保鲜】食品真空袋 网格纹路真空袋网纹抽真空食品袋压缩机密封袋保鲜封卷袋/个,10*15cm,3000323601219,0.2,20,0.1,【密封保鲜】食品真空袋网格纹路真空袋网纹抽真空食品袋压缩机密封袋保鲜封卷袋／个,10*15cm单个,0.01,0.2,模糊匹配,A,0.2,-0.2,普通商品(中毛利),0.2
【规格可选】加厚PE自封袋 透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋/个,4号8*12cm,3001125394415,0.2,20,0.1,【规格可选】加厚PE自封袋透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋／个,4号（约8*12cm）,0.1,0.3,模糊匹配,A,0.2,0.2,普通商品(中毛利),0.2
芬达 橙味汽水330ml*6听 浓郁橙香气泡充足开罐即饮碳酸饮料,330ml*6,3003596474115,13.7,21,11.0,芬达橙味汽水330mlx6听浓郁橙香气泡充足开罐即饮碳酸饮料,330ml*6听,17.0,17.0,模糊匹配,A,16.9,16.9,普通商品(低毛利),13.9
芬达 橙味汽水330ml/听 果爽橙味带劲气泡碳酸饮料,330ml,6954767441481,2.2,21,1.9,芬达橙味汽水330ml／听果爽橙味带劲气泡碳酸饮料,330ml/听,2.8,3.0,条码匹配,A,2.9,2.9,普通商品(低毛利),2.5
雪碧 清爽柠檬味汽水330ml*6听 清爽柠檬强劲气泡聚会休闲碳酸饮料囤货装,330ml*6,6954767435930,13.1,21,10.9,雪碧柠檬味汽水饮料330ml*6罐/组,,18.0,18.0,条码匹配,A,17.9,17.9,普通商品(低毛利),13.9
【3罐】 雪碧Sprite 清爽柠檬味汽水碳酸饮料 330ml*3罐（新老包装随机）,330ml*3,3004170148576,6.9,21,5.45,有友泡椒豆干90g／袋（新老包装随机）,,5.5,6.5,模糊匹配,A,6.5,5.5,普通商品(低毛利),6.9
雪碧 清爽柠檬味汽水330ml/听 清爽柠檬强劲气泡聚会休闲碳酸饮料,330ml,6954767430386,2.2,21,1.9,雪碧清爽柠檬味汽水330ml／听清爽柠檬强劲气泡聚会休闲碳酸饮料,330ml/听,2.5,3.0,条码匹配,A,2.9,2.5,普通商品(低毛利),2.5
娃哈哈 无汽甜味苏打水饮品500ml/瓶 无糖弱碱性饮料健康放心好水小瓶便携,500ml*1瓶,6902083911027,4.0,21,3.4,娃哈哈无汽甜味苏打水饮品500ml／瓶无糖弱碱性饮料健康放心好水小瓶便携,500ml/瓶,4.5,5.0,条码匹配,A,4.9,4.5,普通商品(低毛利),4.2
娃哈哈格瓦斯麦芽发酵饮品600ml*3【1组】,600ml*6瓶,3009272738052,21.3,21,18.6,娃哈哈格瓦斯俄罗斯风味麦芽汁发酵饮品600ml/瓶,,5.5,5.5,模糊匹配,A,5.5,5.5,普通商品(低毛利),23.2
娃哈哈格瓦斯麦芽发酵饮品600ml*3【1组】,600ml*3瓶,3003452538487,12.0,21,9.3,娃哈哈格瓦斯俄罗斯风味麦芽汁发酵饮品600ml/瓶,,5.5,5.5,模糊匹配,A,5.5,5.5,普通商品(低毛利),11.9
娃哈哈格瓦斯麦芽发酵饮品600ml*3【1组】,600ml*1瓶,6902083912161,3.3,21,3.1,娃哈哈格瓦斯麦芽汁发酵饮品500ml／瓶俄罗斯风味酸甜爽口有气泡烧烤搭档碳酸饮料,500ml/瓶,3.8,5.0,条码匹配,A,4.9,3.9,普通商品(低毛利),3.9
康师傅 大食袋泡椒牛肉面145g/袋 大份量更过瘾泡面方便面,147g*1袋,6937962101633,3.5,21,2.9,康师傅大食袋泡椒牛肉面145g／袋大份量更过瘾泡面方便面,145g/袋,3.8,4.0,条码匹配,A,3.9,3.9,固定毛利20%,3.9
康师傅 茉莉清茶饮料500ml*3瓶 低糖清爽无负担组合装饮品,500ml*3,3007771625217,8.0,21,6.6,康师傅茉莉蜜茶500ml*3入,,,9.45,模糊匹配,A,9.5,9.5,普通商品(低毛利),8.2
康师傅 茉莉清茶饮料500ml/瓶 清爽低糖轻甜无负担聚会调味茶饮品,500ml,6922456898434,3.0,21,2.2,康师傅淡雅低糖茉莉清茶调味茶饮品500ml/瓶,,4.0,4.0,条码匹配,A,3.9,3.9,普通商品(低毛利),2.9
康师傅 茉莉蜜茶饮料500ml*3瓶 蜜香浓郁清爽经典茉莉大瓶装,500ml*3,3008142442730,8.0,21,6.6,康师傅茉莉蜜茶饮料500mlx3瓶蜜香浓郁清爽经典茉莉大瓶装,500ml*3瓶,9.5,10.0,模糊匹配,A,9.9,9.5,普通商品(低毛利),8.2
康师傅 茉莉蜜茶饮料500ml/瓶 清爽香醇茉莉味调味茶饮品休闲饮料,500ml,6922456893798,3.0,21,2.2,康师傅香润清爽茉莉蜜茶饮料500ml*1瓶,,3.5,3.5,模糊匹配,A,3.5,3.5,普通商品(低毛利),2.9
康师傅 香辣牛肉面104g/袋 香辣速食宿舍夜宵方便面泡面,111g*1袋,6920208903993,3.0,21,2.4,康师傅香辣牛肉面104g／袋香辣速食宿舍夜宵方便面泡面,104g/袋,3.38,3.5,条码匹配,A,3.5,3.2,固定毛利20%,2.9
旺仔 旺仔牛奶 245ml*24罐/箱,245ml*24罐,16920584471014,118.7,21,99.0,伊利高钙奶250ml*24盒/箱,,,90.0,模糊匹配,A,89.9,89.9,普通商品(低毛利),123.9
